# Observert dognnedbor, lygna. Element sum(precipitation_amount P1D), timeOffset PT6H.
# Dognet gaar fra 06 UTC dagen for til 06 UTC paa datoen.
# Primaer SN41480 (Aseral - Kyrkjebygda, 19.4 km), reserve SN42520 (Risnes i Fjotland, 25.1 km).
# Kun kvalitetskode 0-2. Tom mm betyr ingen godkjent maaling.
# Kilde: Meteorologisk institutt (CC BY 4.0).
dato;mm;kilde
2024-08-05;0.0;SN41480
2024-08-06;0.1;SN41480
2024-08-07;9.2;SN41480
2024-08-08;12.0;SN41480
2024-08-09;22.3;SN41480
2024-08-10;9.8;SN41480
2024-08-11;3.0;SN41480
2024-08-12;0.0;SN41480
2024-08-13;0.0;SN41480
2024-08-14;5.6;SN41480
2024-08-15;11.5;SN41480
2024-08-16;19.9;SN41480
2024-08-17;0.1;SN41480
2024-08-18;0.0;SN41480
2024-08-19;2.7;SN41480
2024-08-20;3.1;SN41480
2024-08-21;28.3;SN41480
2024-08-22;4.6;SN41480
2024-08-23;21.5;SN41480
2024-08-24;20.5;SN41480
2024-08-25;15.4;SN41480
2024-08-26;20.1;SN41480
2024-08-27;0.2;SN41480
2024-08-28;0.3;SN41480
2024-08-29;0.0;SN41480
2024-08-30;0.2;SN41480
2024-08-31;1.5;SN41480
2025-06-01;4.2;SN41480
2025-06-02;3.6;SN41480
2025-06-03;0.3;SN41480
2025-06-04;11.5;SN41480
2025-06-05;9.6;SN41480
2025-06-06;9.3;SN41480
2025-06-07;7.1;SN41480
2025-06-08;0.0;SN41480
2025-06-09;0.0;SN41480
2025-06-10;1.2;SN41480
2025-06-11;1.6;SN41480
2025-06-12;0.0;SN41480
2025-06-13;0.0;SN41480
2025-06-14;0.0;SN41480
2025-06-15;0.1;SN41480
2025-06-16;0.4;SN41480
2025-06-17;0.0;SN41480
2025-06-18;0.0;SN41480
2025-06-19;0.0;SN41480
2025-06-20;0.0;SN41480
2025-06-21;0.0;SN41480
2025-06-22;0.0;SN41480
2025-06-23;6.4;SN41480
2025-06-24;0.7;SN41480
2025-06-25;0.0;SN41480
2025-06-26;0.0;SN41480
2025-06-27;12.9;SN41480
2025-06-28;4.6;SN41480
2025-06-29;0.0;SN41480
2025-06-30;0.0;SN41480
2025-07-01;0.0;SN41480
2025-07-02;0.7;SN41480
2025-07-03;0.0;SN41480
2025-07-04;0.8;SN41480
2025-07-05;26.7;SN41480
2025-07-06;1.9;SN41480
2025-07-07;5.7;SN41480
2025-07-08;0.6;SN41480
2025-07-09;1.2;SN41480
2025-07-10;0.0;SN41480
2025-07-11;0.0;SN41480
2025-07-12;0.0;SN41480
2025-07-13;0.1;SN41480
2025-07-14;0.3;SN41480
2025-07-15;4.3;SN41480
2025-07-16;15.7;SN41480
2025-07-17;15.5;SN41480
2025-07-18;0.0;SN41480
2025-07-19;0.0;SN41480
2025-07-20;0.0;SN41480
2025-07-21;0.0;SN41480
2025-07-22;22.2;SN41480
2025-07-23;0.4;SN41480
2025-07-24;16.9;SN41480
2025-07-25;1.1;SN41480
2025-07-26;0.0;SN41480
2025-07-27;0.0;SN41480
2025-07-28;0.0;SN41480
2025-07-29;0.0;SN41480
2025-07-30;5.4;SN41480
2025-07-31;0.6;SN41480
2025-08-01;1.4;SN41480
2025-08-02;1.3;SN41480
2025-08-03;5.0;SN41480
2025-08-04;21.3;SN41480
2025-08-05;30.8;SN41480
2025-08-06;17.8;SN41480
2025-08-07;0.0;SN41480
2025-08-08;7.3;SN41480
2025-08-09;0.1;SN41480
2025-08-10;13.1;SN41480
2025-08-11;0.0;SN41480
2025-08-12;0.9;SN41480
2025-08-13;0.0;SN41480
2025-08-14;0.0;SN41480
2025-08-15;4.1;SN41480
2025-08-16;0.0;SN41480
2025-08-17;0.0;SN41480
2025-08-18;0.0;SN41480
2025-08-19;0.0;SN41480
2025-08-20;1.1;SN41480
2025-08-21;0.0;SN41480
2025-08-22;0.0;SN41480
2025-08-23;0.0;SN41480
2025-08-24;0.0;SN41480
2025-08-25;0.0;SN41480
2025-08-26;0.0;SN41480
2025-08-27;0.2;SN41480
2025-08-28;0.2;SN41480
2025-08-29;47.0;SN41480
2025-08-30;2.3;SN41480
2025-08-31;5.7;SN41480
