# Observert dognnedbor, sygna. Element sum(precipitation_amount P1D), timeOffset PT6H.
# Dognet gaar fra 06 UTC dagen for til 06 UTC paa datoen.
# Primaer SN39150 (Kristiansand - Somskleiva, 12.7 km), reserve SN39040 (Kjevik, 15.0 km).
# Kun kvalitetskode 0-2. Tom mm betyr ingen godkjent maaling.
# Kilde: Meteorologisk institutt (CC BY 4.0).
dato;mm;kilde
2024-08-21;41.8;SN39150
2024-08-22;4.1;SN39150
2024-08-23;8.0;SN39150
2024-08-24;1.1;SN39150
2024-08-25;1.3;SN39150
2024-08-26;0.8;SN39150
2024-08-27;0.0;SN39150
2024-08-28;0.0;SN39150
2024-08-29;0.0;SN39150
2024-08-30;0.0;SN39150
2024-08-31;0.0;SN39150
2025-06-01;5.0;SN39150
2025-06-02;6.2;SN39150
2025-06-03;0.0;SN39150
2025-06-04;4.1;SN39150
2025-06-05;0.0;SN39150
2025-06-06;1.8;SN39150
2025-06-07;6.3;SN39150
2025-06-08;0.0;SN39150
2025-06-09;0.0;SN39150
2025-06-10;1.7;SN39150
2025-06-11;12.7;SN39150
2025-06-12;0.0;SN39150
2025-06-13;0.0;SN39150
2025-06-14;0.0;SN39150
2025-06-15;0.3;SN39150
2025-06-16;0.1;SN39150
2025-06-17;0.0;SN39150
2025-06-18;0.0;SN39150
2025-06-19;0.0;SN39150
2025-06-20;0.0;SN39150
2025-06-21;0.0;SN39150
2025-06-22;0.0;SN39150
2025-06-23;12.2;SN39150
2025-06-24;0.0;SN39150
2025-06-25;0.0;SN39150
2025-06-26;0.0;SN39150
2025-06-27;13.4;SN39150
2025-06-28;3.4;SN39150
2025-06-29;0.0;SN39150
2025-06-30;0.0;SN39150
2025-07-01;0.0;SN39150
2025-07-02;8.9;SN39150
2025-07-03;0.7;SN39150
2025-07-04;4.3;SN39150
2025-07-05;14.3;SN39150
2025-07-06;0.6;SN39150
2025-07-07;0.0;SN39150
2025-07-08;0.8;SN39150
2025-07-09;0.4;SN39150
2025-07-10;0.0;SN39150
2025-07-11;0.0;SN39150
2025-07-12;0.0;SN39150
2025-07-13;2.1;SN39150
2025-07-14;0.0;SN39150
2025-07-15;0.0;SN39150
2025-07-16;2.2;SN39150
2025-07-17;0.0;SN39150
2025-07-18;0.0;SN39150
2025-07-19;0.0;SN39150
2025-07-20;0.0;SN39150
2025-07-21;0.0;SN39150
2025-07-22;45.4;SN39150
2025-07-23;0.9;SN39150
2025-07-24;0.0;SN39150
2025-07-25;0.0;SN39150
2025-07-26;0.0;SN39150
2025-07-27;0.0;SN39150
2025-07-28;0.0;SN39150
2025-07-29;0.0;SN39150
2025-07-30;10.8;SN39150
2025-07-31;2.0;SN39150
2025-08-01;0.0;SN39150
2025-08-02;0.0;SN39150
2025-08-03;32.1;SN39150
2025-08-04;0.5;SN39150
2025-08-05;24.2;SN39150
2025-08-06;0.8;SN39150
2025-08-07;0.0;SN39150
2025-08-08;1.0;SN39150
2025-08-09;0.0;SN39150
2025-08-10;1.5;SN39150
2025-08-11;0.0;SN39150
2025-08-12;2.5;SN39150
2025-08-13;0.0;SN39150
2025-08-14;0.0;SN39150
2025-08-15;1.7;SN39150
2025-08-16;0.0;SN39150
2025-08-17;0.0;SN39150
2025-08-18;0.0;SN39150
2025-08-19;0.0;SN39150
2025-08-20;0.0;SN39150
2025-08-21;0.0;SN39150
2025-08-22;0.0;SN39150
2025-08-23;0.0;SN39150
2025-08-24;0.0;SN39150
2025-08-25;0.0;SN39150
2025-08-26;0.0;SN39150
2025-08-27;0.0;SN39150
2025-08-28;2.9;SN39150
2025-08-29;26.1;SN39150
2025-08-30;0.0;SN39150
2025-08-31;2.1;SN39150
