# Observert dognnedbor, audna. Element sum(precipitation_amount P1D), timeOffset PT6H.
# Dognet gaar fra 06 UTC dagen for til 06 UTC paa datoen.
# Primaer SN41175 (Laudal - Kleiven, 2.4 km), reserve SN41860 (Kvineshei - Sorhelle, 24.6 km).
# Kun kvalitetskode 0-2. Tom mm betyr ingen godkjent maaling.
# Kilde: Meteorologisk institutt (CC BY 4.0).
dato;mm;kilde
2024-07-23;0.0;SN41175
2024-07-24;0.5;SN41175
2024-07-25;0.0;SN41175
2024-07-26;14.0;SN41175
2024-07-27;6.0;SN41175
2024-07-28;0.0;SN41175
2024-07-29;0.0;SN41175
2024-07-30;0.1;SN41175
2024-07-31;0.0;SN41175
2024-08-01;0.0;SN41175
2024-08-02;0.0;SN41175
2024-08-03;0.0;SN41175
2024-08-04;2.8;SN41175
2024-08-05;0.0;SN41175
2024-08-06;0.0;SN41175
2024-08-07;2.5;SN41175
2024-08-08;12.8;SN41175
2024-08-09;16.7;SN41175
2024-08-10;12.7;SN41175
2024-08-11;2.1;SN41175
2024-08-12;0.0;SN41175
2024-08-13;0.1;SN41175
2024-08-14;2.1;SN41175
2024-08-15;7.1;SN41175
2024-08-16;18.9;SN41175
2024-08-17;0.1;SN41175
2024-08-18;0.8;SN41175
2024-08-19;1.6;SN41175
2024-08-20;0.4;SN41175
2024-08-21;33.3;SN41175
2024-08-22;5.2;SN41175
2024-08-23;27.0;SN41175
2024-08-24;20.9;SN41175
2024-08-25;17.6;SN41175
2024-08-26;31.2;SN41175
2024-08-27;3.0;SN41175
2024-08-28;0.1;SN41175
2024-08-29;0.0;SN41175
2024-08-30;3.5;SN41175
2024-08-31;1.4;SN41175
2025-06-01;5.2;SN41175
2025-06-02;4.2;SN41175
2025-06-03;0.1;SN41175
2025-06-04;12.0;SN41175
2025-06-05;3.5;SN41175
2025-06-06;11.7;SN41175
2025-06-07;8.1;SN41175
2025-06-08;0.0;SN41175
2025-06-09;0.0;SN41175
2025-06-10;1.8;SN41175
2025-06-11;4.5;SN41175
2025-06-12;0.0;SN41175
2025-06-13;0.0;SN41175
2025-06-14;0.0;SN41175
2025-06-15;0.3;SN41175
2025-06-16;0.1;SN41175
2025-06-17;0.0;SN41175
2025-06-18;0.0;SN41175
2025-06-19;0.0;SN41175
2025-06-20;0.0;SN41175
2025-06-21;0.0;SN41175
2025-06-22;0.0;SN41175
2025-06-23;11.3;SN41175
2025-06-24;1.5;SN41175
2025-06-25;0.1;SN41175
2025-06-26;0.0;SN41175
2025-06-27;16.5;SN41175
2025-06-28;8.1;SN41175
2025-06-29;0.3;SN41175
2025-06-30;0.0;SN41175
2025-07-01;0.0;SN41175
2025-07-02;2.1;SN41175
2025-07-03;0.7;SN41175
2025-07-04;3.5;SN41175
2025-07-05;24.1;SN41175
2025-07-06;2.3;SN41175
2025-07-07;4.5;SN41175
2025-07-08;0.1;SN41175
2025-07-09;0.0;SN41175
2025-07-10;0.0;SN41175
2025-07-11;0.0;SN41175
2025-07-12;0.0;SN41175
2025-07-13;1.3;SN41175
2025-07-14;0.0;SN41175
2025-07-15;0.1;SN41175
2025-07-16;0.4;SN41175
2025-07-17;4.9;SN41175
2025-07-18;0.0;SN41175
2025-07-19;0.0;SN41175
2025-07-20;0.0;SN41175
2025-07-21;0.0;SN41175
2025-07-22;49.7;SN41175
2025-07-23;2.6;SN41175
2025-07-24;2.0;SN41175
2025-07-25;25.0;SN41175
2025-07-26;0.0;SN41175
2025-07-27;0.0;SN41175
2025-07-28;0.0;SN41175
2025-07-29;0.0;SN41175
2025-07-30;11.7;SN41175
2025-07-31;6.0;SN41175
2025-08-01;7.3;SN41175
2025-08-02;0.7;SN41175
2025-08-03;8.3;SN41175
2025-08-04;7.1;SN41175
2025-08-05;28.4;SN41175
2025-08-06;19.2;SN41175
2025-08-07;3.8;SN41175
2025-08-08;1.9;SN41175
2025-08-09;0.1;SN41175
2025-08-10;3.7;SN41175
2025-08-11;0.0;SN41175
2025-08-12;1.4;SN41175
2025-08-13;0.0;SN41175
2025-08-14;0.0;SN41175
2025-08-15;2.6;SN41175
2025-08-16;0.1;SN41175
2025-08-17;0.0;SN41175
2025-08-18;0.0;SN41175
2025-08-19;0.0;SN41175
2025-08-20;0.0;SN41175
2025-08-21;0.0;SN41175
2025-08-22;0.0;SN41175
2025-08-23;0.0;SN41175
2025-08-24;0.0;SN41175
2025-08-25;0.0;SN41175
2025-08-26;0.0;SN41175
2025-08-27;0.2;SN41175
2025-08-28;0.4;SN41175
2025-08-29;22.5;SN41175
2025-08-30;4.4;SN41175
2025-08-31;3.2;SN41175
