Dato,Vannføring
2016-11-04 11:00:00Z,27
2016-11-05 11:00:00Z,39
2016-11-06 11:00:00Z,51
2016-11-07 11:00:00Z,41
2016-11-08 11:00:00Z,38
2016-11-09 11:00:00Z,35
2016-11-10 11:00:00Z,31
2016-11-11 11:00:00Z,32
2016-11-12 11:00:00Z,39
2016-11-13 11:00:00Z,37
2016-11-14 11:00:00Z,40
2016-11-15 11:00:00Z,57
2016-11-16 11:00:00Z,63
2016-11-17 11:00:00Z,78
2016-11-18 11:00:00Z,112
2016-11-19 11:00:00Z,102
2016-11-20 11:00:00Z,90
2016-11-21 11:00:00Z,113
2016-11-22 11:00:00Z,104
2016-11-23 11:00:00Z,144
2016-11-24 11:00:00Z,181
2016-11-25 11:00:00Z,147
2016-11-26 11:00:00Z,80
2016-11-27 11:00:00Z,63
2016-11-28 11:00:00Z,64
2016-11-29 11:00:00Z,59
2016-11-30 11:00:00Z,51
2016-12-01 11:00:00Z,53
2016-12-02 11:00:00Z,45
2016-12-03 11:00:00Z,44
2016-12-04 11:00:00Z,44
2016-12-05 11:00:00Z,42
2016-12-06 11:00:00Z,52
2016-12-07 11:00:00Z,63
2016-12-08 11:00:00Z,65
2016-12-09 11:00:00Z,64
2016-12-10 11:00:00Z,58
2016-12-11 11:00:00Z,66
2016-12-12 11:00:00Z,65
2016-12-13 11:00:00Z,55
2016-12-14 11:00:00Z,48
2016-12-15 11:00:00Z,46
2016-12-16 11:00:00Z,45
2016-12-17 11:00:00Z,44
2016-12-18 11:00:00Z,43
2016-12-19 11:00:00Z,48
2016-12-20 11:00:00Z,56
2016-12-21 11:00:00Z,64
2016-12-22 11:00:00Z,73
2016-12-23 11:00:00Z,90
2016-12-24 11:00:00Z,146
2016-12-25 11:00:00Z,151
2016-12-26 11:00:00Z,116
2016-12-27 11:00:00Z,103
2016-12-28 11:00:00Z,116
2016-12-29 11:00:00Z,96
2016-12-30 11:00:00Z,70
2016-12-31 11:00:00Z,61
2017-01-01 11:00:00Z,60
2017-01-02 11:00:00Z,76
2017-01-03 11:00:00Z,78
2017-01-04 11:00:00Z,71
2017-01-05 11:00:00Z,71
2017-01-06 11:00:00Z,67
2017-01-07 11:00:00Z,56
2017-01-08 11:00:00Z,51
2017-01-09 11:00:00Z,70
2017-01-10 11:00:00Z,112
2017-01-11 11:00:00Z,169
2017-01-12 11:00:00Z,199
2017-01-13 11:00:00Z,136
2017-01-14 11:00:00Z,89
2017-01-15 11:00:00Z,74
2017-01-16 11:00:00Z,83
2017-01-17 11:00:00Z,78
2017-01-18 11:00:00Z,69
2017-01-19 11:00:00Z,54
2017-01-20 11:00:00Z,57
2017-01-21 11:00:00Z,78
2017-01-22 11:00:00Z,78
2017-01-23 11:00:00Z,78
2017-01-24 11:00:00Z,74
2017-01-25 11:00:00Z,65
2017-01-26 11:00:00Z,62
2017-01-27 11:00:00Z,62
2017-01-28 11:00:00Z,61
2017-01-29 11:00:00Z,65
2017-01-30 11:00:00Z,66
2017-01-31 11:00:00Z,61
2017-02-01 11:00:00Z,64
2017-02-02 11:00:00Z,56
2017-02-03 11:00:00Z,50
2017-02-04 11:00:00Z,50
2017-02-05 11:00:00Z,50
2017-02-06 11:00:00Z,48
2017-02-07 11:00:00Z,44
2017-02-08 11:00:00Z,44
2017-02-09 11:00:00Z,47
2017-02-10 11:00:00Z,46
2017-02-11 11:00:00Z,44
2017-02-12 11:00:00Z,42
2017-02-13 11:00:00Z,43
2017-02-14 11:00:00Z,49
2017-02-15 11:00:00Z,59
2017-02-16 11:00:00Z,59
2017-02-17 11:00:00Z,60
2017-02-18 11:00:00Z,48
2017-02-19 11:00:00Z,51
2017-02-20 11:00:00Z,60
2017-02-21 11:00:00Z,73
2017-02-22 11:00:00Z,108
2017-02-23 11:00:00Z,146
2017-02-24 11:00:00Z,119
2017-02-25 11:00:00Z,94
2017-02-26 11:00:00Z,88
2017-02-27 11:00:00Z,98
2017-02-28 11:00:00Z,145
2017-03-01 11:00:00Z,168
2017-03-02 11:00:00Z,127
2017-03-03 11:00:00Z,109
2017-03-04 11:00:00Z,101
2017-03-05 11:00:00Z,80
2017-03-06 11:00:00Z,71
2017-03-07 11:00:00Z,78
2017-03-08 11:00:00Z,75
2017-03-09 11:00:00Z,74
2017-03-10 11:00:00Z,72
2017-03-11 11:00:00Z,73
2017-03-12 11:00:00Z,81
2017-03-13 11:00:00Z,85
2017-03-14 11:00:00Z,83
2017-03-15 11:00:00Z,97
2017-03-16 11:00:00Z,94
2017-03-17 11:00:00Z,85
2017-03-18 11:00:00Z,79
2017-03-19 11:00:00Z,68
2017-03-20 11:00:00Z,75
2017-03-21 11:00:00Z,93
2017-03-22 11:00:00Z,93
2017-03-23 11:00:00Z,90
2017-03-24 11:00:00Z,86
2017-03-25 11:00:00Z,79
2017-03-26 11:00:00Z,77
2017-03-27 11:00:00Z,68
2017-03-28 11:00:00Z,87
2017-03-29 11:00:00Z,88
2017-03-30 11:00:00Z,92
2017-03-31 11:00:00Z,92
2017-04-01 11:00:00Z,101
2017-04-02 11:00:00Z,115
2017-04-03 11:00:00Z,114
2017-04-04 11:00:00Z,98
2017-04-05 11:00:00Z,91
2017-04-06 11:00:00Z,82
2017-04-07 11:00:00Z,79
2017-04-08 11:00:00Z,75
2017-04-09 11:00:00Z,75
2017-04-10 11:00:00Z,77
2017-04-11 11:00:00Z,74
2017-04-12 11:00:00Z,71
2017-04-13 11:00:00Z,72
2017-04-14 11:00:00Z,70
2017-04-15 11:00:00Z,65
2017-04-16 11:00:00Z,65
2017-04-17 11:00:00Z,64
2017-04-18 11:00:00Z,64
2017-04-19 11:00:00Z,69
2017-04-20 11:00:00Z,76
2017-04-21 11:00:00Z,53
2017-04-22 11:00:00Z,37
2017-04-23 11:00:00Z,36
2017-04-24 11:00:00Z,53
2017-04-25 11:00:00Z,69
2017-04-26 11:00:00Z,69
2017-04-27 11:00:00Z,70
2017-04-28 11:00:00Z,65
2017-04-29 11:00:00Z,71
2017-04-30 11:00:00Z,74
2017-05-01 11:00:00Z,49
2017-05-02 11:00:00Z,63
2017-05-03 11:00:00Z,66
2017-05-04 11:00:00Z,65
2017-05-05 11:00:00Z,65
2017-05-06 11:00:00Z,51
2017-05-07 11:00:00Z,31
2017-05-08 11:00:00Z,34
2017-05-09 11:00:00Z,83
2017-05-10 11:00:00Z,73
2017-05-11 11:00:00Z,67
2017-05-12 11:00:00Z,48
2017-05-13 11:00:00Z,63
2017-05-14 11:00:00Z,69
2017-05-15 11:00:00Z,73
2017-05-16 11:00:00Z,83
2017-05-17 11:00:00Z,102
2017-05-18 11:00:00Z,129
2017-05-19 11:00:00Z,240
2017-05-20 11:00:00Z,184
2017-05-21 11:00:00Z,118
2017-05-22 11:00:00Z,101
2017-05-23 11:00:00Z,86
2017-05-24 11:00:00Z,83
2017-05-25 11:00:00Z,79
2017-05-26 11:00:00Z,72
2017-05-27 11:00:00Z,80
2017-05-28 11:00:00Z,56
2017-05-29 11:00:00Z,61
2017-05-30 11:00:00Z,61
2017-05-31 11:00:00Z,51
2017-06-01 11:00:00Z,35
2017-06-02 11:00:00Z,36
2017-06-03 11:00:00Z,37
2017-06-04 11:00:00Z,38
2017-06-05 11:00:00Z,49
2017-06-06 11:00:00Z,61
2017-06-07 11:00:00Z,56
2017-06-08 11:00:00Z,92
2017-06-09 11:00:00Z,92
2017-06-10 11:00:00Z,113
2017-06-11 11:00:00Z,145
2017-06-12 11:00:00Z,92
2017-06-13 11:00:00Z,86
2017-06-14 11:00:00Z,83
2017-06-15 11:00:00Z,75
2017-06-16 11:00:00Z,75
2017-06-17 11:00:00Z,75
2017-06-18 11:00:00Z,74
2017-06-19 11:00:00Z,67
2017-06-20 11:00:00Z,64
2017-06-21 11:00:00Z,63
2017-06-22 11:00:00Z,54
2017-06-23 11:00:00Z,37
2017-06-24 11:00:00Z,38
2017-06-25 11:00:00Z,49
2017-06-26 11:00:00Z,61
2017-06-27 11:00:00Z,58
2017-06-28 11:00:00Z,58
2017-06-29 11:00:00Z,44
2017-06-30 11:00:00Z,44
2017-07-01 11:00:00Z,47
2017-07-02 11:00:00Z,53
2017-07-03 11:00:00Z,60
2017-07-04 11:00:00Z,56
2017-07-05 11:00:00Z,49
2017-07-06 11:00:00Z,40
2017-07-07 11:00:00Z,39
2017-07-08 11:00:00Z,35
2017-07-09 11:00:00Z,39
2017-07-10 11:00:00Z,45
2017-07-11 11:00:00Z,56
2017-07-12 11:00:00Z,56
2017-07-13 11:00:00Z,46
2017-07-14 11:00:00Z,36
2017-07-15 11:00:00Z,36
2017-07-16 11:00:00Z,51
2017-07-17 11:00:00Z,53
2017-07-18 11:00:00Z,39
2017-07-19 11:00:00Z,39
2017-07-20 11:00:00Z,39
2017-07-21 11:00:00Z,38
2017-07-22 11:00:00Z,39
2017-07-23 11:00:00Z,41
2017-07-24 11:00:00Z,38
2017-07-25 11:00:00Z,37
2017-07-26 11:00:00Z,36
2017-07-27 11:00:00Z,37
2017-07-28 11:00:00Z,38
2017-07-29 11:00:00Z,38
2017-07-30 11:00:00Z,42
2017-07-31 11:00:00Z,52
2017-08-01 11:00:00Z,57
2017-08-02 11:00:00Z,87
2017-08-03 11:00:00Z,117
2017-08-04 11:00:00Z,192
2017-08-05 11:00:00Z,211
2017-08-06 11:00:00Z,161
2017-08-07 11:00:00Z,89
2017-08-08 11:00:00Z,87
2017-08-09 11:00:00Z,75
2017-08-10 11:00:00Z,70
2017-08-11 11:00:00Z,60
2017-08-12 11:00:00Z,48
2017-08-13 11:00:00Z,45
2017-08-14 11:00:00Z,47
2017-08-15 11:00:00Z,43
2017-08-16 11:00:00Z,44
2017-08-17 11:00:00Z,37
2017-08-18 11:00:00Z,56
2017-08-19 11:00:00Z,63
2017-08-20 11:00:00Z,71
2017-08-21 11:00:00Z,64
2017-08-22 11:00:00Z,55
2017-08-23 11:00:00Z,49
2017-08-24 11:00:00Z,47
